society,property_type,sector,price,price_per_sq,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,furnish_score,features_score,study room,servant room,store room,pooja room,others
sobha city,flats,sector 108,3.75,14938.0,2510.0,3.0,3.0,2.0,16.0,north-east,new property,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
ss the leaf,flats,sector 85,2.0,8305.0,2408.0,3.0,4.0,3.0,6.0,north,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
experion the heartsong,flats,sector 108,2.28,8204.0,2779.0,4.0,5.0,3.0,8.0,north,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 2,4.95,20370.0,2430.0,6.0,5.0,3.0,3.0,West,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 104,0.45,12162.0,370.0,4.0,4.0,2.0,4.0,North,relative new,semifurnished,low,0.0,0.0,0.0,0.0,0.0
cghs vidya enclave,flats,sector 56,1.7,10967.0,1550.0,3.0,2.0,3.0,6.0,na,old property,unfurnished,mid,0.0,0.0,1.0,0.0,0.0
shree vardhman victoria,flats,sector 70,1.63,8358.0,1950.0,3.0,3.0,3.0,5.0,east,new property,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
signature global park,flats,sohna road,0.7,6071.0,1153.0,3.0,3.0,3.0,2.0,north,relative new,unfurnished,high,0.0,0.0,0.0,1.0,0.0
godrej air,flats,sector 85,1.05,10603.0,990.0,2.0,2.0,1.0,15.0,east,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
international city by sobha phase 1,houses,sector 109,6.0,24691.0,2430.0,4.0,4.0,3.0,2.0,North-East,relative new,unfurnished,high,1.0,1.0,1.0,1.0,0.0
emaar palm gardens,flats,sector 83,1.72,9052.0,1900.0,3.0,3.0,3.0,4.0,south,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 43,5.75,29716.0,1935.0,4.0,4.0,2.0,2.0,North,old property,unfurnished,mid,0.0,1.0,1.0,1.0,0.0
bestech park view residency,flats,sector 2,1.51,7869.0,1919.0,3.0,4.0,3.0,7.0,south-west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,1.42,10380.0,1368.0,2.0,2.0,3.0,14.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
chd avenue,flats,sector 71,1.1,6104.0,1802.0,3.0,4.0,3.0,3.0,south,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
lotus homz,flats,sector 111,0.7,10057.0,696.0,2.0,2.0,2.0,8.0,east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m soulitude,flats,sector 89,1.28,8827.0,1450.0,3.0,3.0,2.0,4.0,na,under construction,unfurnished,high,1.0,0.0,0.0,0.0,0.0
independent,houses,sector 7,8.0,22222.0,3600.0,4.0,5.0,3.0,1.0,North-East,old property,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
godrej nature plus,flats,sector 33,1.5,9677.0,1550.0,3.0,3.0,3.0,6.0,east,under construction,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
dlf new town heights,flats,sector 90,2.0,7334.0,2727.0,4.0,4.0,3.0,20.0,east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
tulip petals,flats,sector 89,1.55,10000.0,1550.0,3.0,2.0,3.0,6.0,east,relative new,semifurnished,high,0.0,0.0,1.0,0.0,0.0
central park flower valley aqua front towers,flats,sector 33,1.7,9502.0,1789.0,3.0,3.0,3.0,12.0,na,under construction,semifurnished,low,0.0,0.0,0.0,0.0,0.0
pyramid urban homes 2,flats,sector 86,0.5,9615.0,520.0,2.0,2.0,1.0,10.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
unitech nirvana birch court,houses,sector 50,11.95,36883.0,3240.0,3.0,3.0,2.0,1.0,West,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
adani m2k oyster grande,flats,sector 102,2.5,7817.0,3198.0,4.0,5.0,3.0,5.0,south,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
paras dews,flats,sector 106,0.88,6353.0,1385.0,2.0,2.0,3.0,1.0,south,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
m3m urbana,flats,sector 67,0.95,10895.0,872.0,1.0,1.0,1.0,17.0,south-west,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
ansal api celebrity suites,flats,sector 2,0.6,8163.0,735.0,1.0,1.0,1.0,5.0,north-east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
adarsh nagar,flats,sector 12,0.65,6190.0,1050.0,3.0,3.0,1.0,1.0,north-west,new property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
suncity township,houses,sector 54,2.0,30968.0,646.0,9.0,9.0,3.0,11.0,North,relative new,fullyfurnished,low,0.0,1.0,0.0,0.0,0.0
umang winter hills,flats,sector 77,0.75,5588.0,1342.0,2.0,2.0,2.0,7.0,north-east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
pareena coban residences,flats,sector 99a,1.23,6159.0,1997.0,3.0,5.0,3.0,5.0,north-east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
spectrum centre,flats,sector 82a,0.62,9538.0,650.0,1.0,1.0,0.0,6.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
sidhartha ncr greens,flats,sector 95,0.96,6201.0,1548.0,3.0,3.0,3.0,8.0,na,new property,unfurnished,low,0.0,0.0,1.0,1.0,0.0
m3m skycity,flats,sector 65,3.5,17039.0,2054.0,3.0,3.0,3.0,15.0,east,new property,semifurnished,high,1.0,1.0,0.0,1.0,0.0
imperia the esfera,flats,sector 37c,0.87,5513.0,1578.0,2.0,3.0,3.0,5.0,north-west,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
sunischit apartments,flats,sector 54,1.69,7954.0,2125.0,3.0,3.0,3.0,5.0,north,old property,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
ramprastha the edge towers,flats,sector 37d,1.0,5649.0,1770.0,3.0,3.0,3.0,13.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
ireo uptown,flats,sector 66,4.85,12999.0,3731.0,4.0,4.0,3.0,15.0,north,relative new,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
signature global park,flats,sohna road,0.83,7410.0,1120.0,3.0,2.0,2.0,1.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
puri emerald bay,flats,sector 104,2.49,10163.0,2450.0,3.0,3.0,3.0,14.0,south,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 54,5.0,43066.0,1161.0,21.0,21.0,3.0,5.0,North,relative new,fullyfurnished,mid,0.0,1.0,0.0,0.0,0.0
tulip leaf,flats,sector 69,2.06,11386.0,1809.0,3.0,3.0,3.0,16.0,south-west,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
viridian the plaza 106,flats,sector 106,0.39,5571.0,700.0,1.0,1.0,1.0,7.0,east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
orchid petals,flats,sector 49,2.09,11578.0,1805.0,3.0,3.0,3.0,0.0,south,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 12,2.9,10740.0,2700.0,7.0,7.0,3.0,2.0,South-West,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 4,0.5,10482.0,477.0,5.0,3.0,0.0,1.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf the belaire,flats,sector 54,10.0,24557.0,4072.0,4.0,5.0,3.0,17.0,north,relative new,fullyfurnished,high,0.0,1.0,0.0,0.0,0.0
conscient heritage max,flats,sector 102,2.0,9306.0,2149.0,3.0,4.0,3.0,13.0,north-east,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
independent,houses,sector 9,0.5,6083.0,822.0,3.0,2.0,1.0,1.0,Na,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf the icon,flats,sector 43,6.0,26086.0,2300.0,4.0,4.0,3.0,18.0,north-east,old property,semifurnished,high,0.0,1.0,0.0,0.0,0.0
central park flower valley,flats,sector 33,2.5,13270.0,1884.0,3.0,3.0,2.0,1.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
tulip lemon,flats,sector 69,0.6,11407.0,526.0,2.0,1.0,1.0,11.0,na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,1.8,10638.0,1692.0,3.0,3.0,3.0,5.0,north,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
alpha corp gurgaonone,flats,sector 84,1.2,9448.0,1270.0,2.0,2.0,1.0,6.0,south-west,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
pioneer park,flats,sector 61,2.04,14623.0,1395.0,3.0,3.0,3.0,16.0,south,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
bestech park view city,flats,sector 48,2.65,10323.0,2567.0,4.0,4.0,3.0,11.0,north-east,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
independent,houses,sector 25,6.6,36667.0,1800.0,6.0,7.0,3.0,2.0,East,relative new,semifurnished,high,1.0,1.0,0.0,0.0,0.0
la vida by tata housing,flats,sector 113,2.35,10599.0,2217.0,3.0,3.0,3.0,11.0,north-east,new property,unfurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 7,1.75,11111.0,1575.0,4.0,2.0,2.0,2.0,Na,old property,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
raheja vedaanta,flats,sector 108,0.7,4651.0,1505.0,2.0,2.0,2.0,12.0,south,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ats tourmaline,flats,sector 109,1.45,6744.0,2150.0,3.0,4.0,3.0,4.0,north-west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
vatika gurgaon,flats,sector 83,0.75,6024.0,1245.0,2.0,2.0,2.0,19.0,east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
independent,houses,sector 41,7.0,28283.0,2475.0,7.0,7.0,3.0,3.0,South-West,relative new,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
independent,houses,sector 50,10.56,32593.0,3240.0,5.0,5.0,3.0,3.0,Na,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
mapsko royale ville,flats,sector 82,1.12,8000.0,1400.0,3.0,4.0,2.0,6.0,north-west,relative new,semifurnished,high,0.0,1.0,0.0,1.0,0.0
puri diplomatic greens,flats,sector 111,3.65,12372.0,2950.0,4.0,5.0,3.0,17.0,west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 67,3.0,11904.0,2520.0,4.0,4.0,0.0,3.0,North-East,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
bptp astaire gardens,houses,sector 70a,1.04,7172.0,1450.0,3.0,3.0,3.0,2.0,North-East,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
mvn athens,flats,sohna road,0.24,4210.0,570.0,2.0,2.0,1.0,12.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
tulip violet,flats,sector 69,2.0,9950.0,2010.0,4.0,4.0,2.0,0.0,west,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
rattan garden,houses,sector 7,1.3,13499.0,963.0,5.0,3.0,2.0,3.0,Na,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 43,7.85,29074.0,2700.0,9.0,9.0,3.0,3.0,West,relative new,fullyfurnished,mid,1.0,1.0,0.0,1.0,1.0
m3m golfestate,flats,sector 65,6.15,15998.0,3844.0,3.0,5.0,3.0,1.0,west,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
ireo uptown,flats,sector 66,1.5,11219.0,1337.0,2.0,3.0,3.0,1.0,south,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,1.0
today callidora,flats,sector 73,1.0,7692.0,1300.0,2.0,2.0,2.0,13.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
sare homes,flats,sector 92,1.25,6200.0,2016.0,4.0,3.0,0.0,16.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
floor wise designer kothi,houses,sector 25,13.0,48148.0,2700.0,12.0,16.0,3.0,4.0,North-East,new property,fullyfurnished,high,1.0,1.0,1.0,1.0,0.0
la vida by tata housing,flats,sector 113,1.38,12000.0,1150.0,2.0,2.0,3.0,8.0,south-west,new property,unfurnished,high,1.0,0.0,0.0,0.0,0.0
suncity avenue 76,houses,sector 76,0.75,10067.0,745.0,2.0,2.0,2.0,11.0,North-East,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
sare crescent parc,flats,sector 92,0.9,4278.0,2104.0,4.0,5.0,3.0,14.0,north-east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
bptp visionnaire,houses,sector 70a,5.4,20690.0,2610.0,4.0,5.0,3.0,3.0,North,relative new,semifurnished,high,1.0,1.0,1.0,1.0,0.0
dlf the primus,flats,sector 82a,2.25,10714.0,2100.0,3.0,3.0,3.0,29.0,east,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
independent,houses,sector 23,5.5,13095.0,4200.0,9.0,9.0,3.0,3.0,South,relative new,semifurnished,low,0.0,1.0,0.0,0.0,1.0
mapsko mount ville,flats,sector 79,1.85,9641.0,1919.0,3.0,4.0,3.0,21.0,na,new property,semifurnished,mid,0.0,1.0,0.0,1.0,0.0
antriksh heights,flats,sector 84,0.69,5111.0,1350.0,2.0,2.0,3.0,8.0,west,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
tata gurgaon gateway,flats,sector 113,1.75,10443.0,1676.0,2.0,2.0,2.0,10.0,north,relative new,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
independent,houses,sector 103,2.25,6367.0,3534.0,3.0,5.0,3.0,10.0,South,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ramsons kshitij,flats,sector 95,0.22,6470.0,340.0,1.0,1.0,1.0,2.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
bestech spa signature,flats,sector 81,4.4,12571.0,3500.0,4.0,4.0,3.0,6.0,south-west,new property,fullyfurnished,mid,1.0,1.0,0.0,1.0,1.0
sidhartha ncr one,flats,sector 95,0.57,4179.0,1364.0,2.0,2.0,2.0,10.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 4,5.0,10101.0,4950.0,3.0,3.0,2.0,1.0,North-East,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
spaze privy,flats,sector 72,1.9,9620.0,1975.0,3.0,3.0,3.0,10.0,na,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
unitech vistas,flats,sector 70,0.53,4800.0,1104.0,2.0,2.0,2.0,9.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,1.0
belgravia resort residences,flats,sector 48,3.45,18459.0,1869.0,3.0,3.0,3.0,14.0,west,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 41,4.25,26235.0,1620.0,10.0,9.0,3.0,4.0,North,relative new,semifurnished,mid,1.0,1.0,0.0,0.0,0.0
pioneer park,flats,sector 61,1.6,11594.0,1380.0,2.0,2.0,2.0,21.0,na,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
ansal celebrity homes,houses,sector 2,5.2,10000.0,5200.0,4.0,5.0,2.0,1.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 8,0.45,9000.0,500.0,1.0,1.0,1.0,3.0,East,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
tulip violet,flats,sector 69,1.51,9569.0,1578.0,3.0,3.0,2.0,0.0,west,relative new,semifurnished,high,0.0,0.0,0.0,1.0,0.0
dlf regal gardens,flats,sector 90,1.75,7900.0,2215.0,4.0,4.0,3.0,3.0,east,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
independent,houses,sector 26,14.75,51864.0,2844.0,16.0,20.0,3.0,4.0,East,new property,semifurnished,high,1.0,1.0,1.0,1.0,0.0
hsiidc sidco aravali,flats,manesar,0.91,3516.0,2588.0,3.0,3.0,3.0,8.0,east,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
kendriya vihar,flats,sector 56,0.58,9586.0,605.0,1.0,1.0,1.0,1.0,na,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 6,0.75,10518.0,713.0,6.0,4.0,1.0,3.0,Na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
central park resorts,flats,sector 48,15.0,22388.0,6700.0,5.0,6.0,3.0,17.0,na,relative new,semifurnished,mid,1.0,1.0,0.0,1.0,0.0
central park flower valley aqua front towers,flats,sector 33,2.96,13870.0,2134.0,4.0,4.0,3.0,1.0,na,new property,semifurnished,low,0.0,1.0,0.0,0.0,0.0
m3m heights,flats,sector 65,2.78,15200.0,1829.0,3.0,3.0,3.0,44.0,na,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
bestech park view grand spa,flats,sector 81,2.2,8270.0,2660.0,3.0,4.0,3.0,8.0,east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
the pearl apartmen,flats,sector 15,0.43,5584.0,770.0,2.0,2.0,1.0,2.0,na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
mvn athens,flats,sohna road,0.27,5897.0,458.0,2.0,2.0,1.0,4.0,south-east,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
capital residences 360,flats,sector 70a,1.1,7586.0,1450.0,2.0,2.0,2.0,10.0,south-east,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
emaar mgf emerald floors premier,flats,sector 65,2.5,15151.0,1650.0,3.0,3.0,3.0,3.0,south-west,relative new,unfurnished,low,1.0,1.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,1.45,6141.0,2361.0,3.0,4.0,3.0,7.0,south,relative new,semifurnished,mid,0.0,1.0,0.0,0.0,0.0
godrej oasis,flats,sector 88a,1.15,9856.0,1167.0,2.0,2.0,1.0,12.0,na,new property,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
la vida by tata housing,flats,sector 113,1.45,11363.0,1276.0,2.0,2.0,2.0,6.0,south,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
shri banke bihari society,flats,sector 56,1.37,9133.0,1500.0,3.0,3.0,3.0,2.0,north-east,old property,unfurnished,high,0.0,0.0,0.0,0.0,1.0
smart world orchard,flats,sector 61,2.3,14110.0,1630.0,3.0,3.0,2.0,2.0,na,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,0.0
ansal heights 86,flats,sector 86,0.9,5325.0,1690.0,3.0,3.0,2.0,10.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 105,0.7,5833.0,1200.0,3.0,2.0,2.0,1.0,Na,undefined,unfurnished,low,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 31,3.5,24155.0,1449.0,4.0,3.0,3.0,2.0,South-West,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
independent,houses,sector 26,7.0,39265.0,1783.0,5.0,5.0,2.0,3.0,North-East,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
imperia the esfera,flats,sector 37c,1.4,5384.0,2600.0,4.0,5.0,3.0,9.0,north,relative new,unfurnished,mid,1.0,1.0,0.0,1.0,1.0
independent,houses,sector 25,7.6,38760.0,1961.0,9.0,9.0,3.0,4.0,East,relative new,fullyfurnished,mid,1.0,0.0,1.0,1.0,0.0
international city by sobha phase 1,houses,sector 109,6.75,10838.0,6228.0,4.0,4.0,3.0,2.0,North-East,new property,unfurnished,high,0.0,1.0,0.0,1.0,0.0
independent,houses,sector 57,4.75,28787.0,1650.0,3.0,3.0,3.0,2.0,North-West,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
paras dews,flats,sector 106,1.15,6052.0,1900.0,3.0,4.0,3.0,5.0,north-west,relative new,unfurnished,mid,1.0,1.0,0.0,0.0,0.0
breez global hill view,flats,sohna road,2.6,46917.0,554.0,2.0,2.0,2.0,6.0,na,new property,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
mvn athens,flats,sector 110,0.25,3671.0,681.0,2.0,2.0,1.0,11.0,na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 3 phase 3 extension,0.5,11111.0,450.0,5.0,3.0,3.0,3.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
dlf royalton tower,flats,sector 43,6.2,20687.0,2997.0,4.0,4.0,3.0,9.0,na,relative new,unfurnished,low,0.0,1.0,0.0,0.0,0.0
imperia the esfera,flats,sector 37c,0.7,4879.0,1435.0,2.0,3.0,3.0,12.0,north,under construction,unfurnished,mid,1.0,0.0,0.0,0.0,1.0
orchid petals,flats,sector 49,2.38,11497.0,2070.0,3.0,4.0,3.0,1.0,west,relative new,semifurnished,mid,1.0,0.0,0.0,0.0,0.0
godrej summit,flats,sector 104,1.25,6778.0,1844.0,3.0,4.0,3.0,12.0,east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,1.0
dlf regal gardens,flats,sector 90,1.76,7945.0,2215.0,4.0,4.0,3.0,8.0,north,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
pivotal devaan,flats,sector 84,0.35,7276.0,481.0,2.0,2.0,1.0,10.0,west,relative new,unfurnished,mid,0.0,0.0,1.0,0.0,0.0
paras dews,flats,sector 106,1.34,9550.0,1403.0,4.0,5.0,3.0,7.0,south-east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
vatika lifestyle homes,flats,sector 83,1.15,6552.0,1755.0,3.0,2.0,3.0,15.0,na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
capital residences 360,flats,sector 70a,1.66,8400.0,1976.0,3.0,3.0,3.0,8.0,east,new property,unfurnished,high,0.0,1.0,0.0,0.0,0.0
housing board colony,flats,sector 51,0.3,41666.0,72.0,1.0,1.0,0.0,0.0,na,relative new,unfurnished,low,1.0,0.0,0.0,0.0,0.0
dlf express greens,flats,manesar,1.6,6808.0,2350.0,4.0,6.0,3.0,4.0,north-east,relative new,unfurnished,mid,1.0,1.0,0.0,1.0,0.0
assotech blith,flats,sector 99,0.92,6739.0,1365.0,2.0,2.0,3.0,22.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
microtek greenburg,flats,sector 86,1.23,8310.0,1480.0,2.0,2.0,3.0,13.0,south,relative new,unfurnished,low,1.0,0.0,0.0,0.0,0.0
shapoorji pallonji joyville gurugram,flats,sector 102,0.97,16454.0,590.0,2.0,2.0,2.0,10.0,north-east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
sector 38 rwa,houses,sector 38,4.3,28782.0,1494.0,9.0,9.0,3.0,3.0,East,relative new,fullyfurnished,mid,0.0,0.0,0.0,1.0,1.0
dlf regal gardens,flats,sector 90,1.19,5505.0,2162.0,3.0,3.0,2.0,11.0,south-east,relative new,unfurnished,mid,0.0,0.0,0.0,0.0,1.0
dlf new town heights,flats,sector 90,1.42,4864.0,2919.0,4.0,4.0,3.0,8.0,east,relative new,unfurnished,mid,0.0,1.0,1.0,0.0,0.0
independent,houses,sector 3,0.9,10000.0,900.0,3.0,4.0,3.0,3.0,Na,relative new,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
bestech park view spa next,flats,sector 67,2.35,12144.0,1935.0,3.0,4.0,3.0,14.0,south-west,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
spaze privy at,flats,sector 84,1.24,6465.0,1918.0,3.0,3.0,3.0,8.0,north-east,relative new,semifurnished,high,1.0,0.0,0.0,0.0,0.0
mittal surya vihar,flats,sector 21,0.8,7079.0,1130.0,2.0,2.0,2.0,6.0,na,old property,semifurnished,low,0.0,0.0,0.0,0.0,0.0
central park flower valley aqua front towers,flats,sector 33,2.1,11738.0,1789.0,3.0,3.0,2.0,6.0,na,under construction,unfurnished,low,0.0,0.0,0.0,0.0,0.0
aipl club residences,flats,sector 70a,1.27,9777.0,1299.0,2.0,2.0,3.0,24.0,north-west,relative new,semifurnished,high,0.0,0.0,0.0,0.0,1.0
independent,houses,sector 4,0.55,4074.0,1350.0,3.0,3.0,2.0,2.0,South,relative new,semifurnished,low,0.0,0.0,0.0,0.0,1.0
m3m heights,flats,sector 65,1.95,16000.0,1219.0,2.0,2.0,3.0,16.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
apex our homes,flats,sector 37c,0.33,3567.0,925.0,2.0,2.0,1.0,3.0,west,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
dlf new town heights,flats,sector 90,1.25,6502.0,1922.0,3.0,3.0,3.0,5.0,north,relative new,unfurnished,high,0.0,1.0,0.0,1.0,0.0
emaar mgf marbella,houses,sector 66,12.0,38095.0,3150.0,5.0,6.0,3.0,3.0,North-East,relative new,semifurnished,high,0.0,1.0,1.0,0.0,0.0
independent,houses,sector 12,1.5,11111.0,1350.0,5.0,5.0,2.0,3.0,Na,old property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
ramsons kshitij,flats,sector 95,0.3,3158.0,950.0,2.0,2.0,1.0,11.0,na,new property,unfurnished,low,0.0,0.0,0.0,0.0,0.0
tata primanti,flats,sector 72,3.21,16050.0,2000.0,3.0,4.0,3.0,15.0,north-east,relative new,semifurnished,high,0.0,1.0,0.0,0.0,0.0
apna enclave,flats,sector 3,0.58,6105.0,950.0,2.0,2.0,2.0,2.0,north-east,old property,semifurnished,mid,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 12,0.38,4222.0,900.0,3.0,3.0,3.0,3.0,Na,relative new,unfurnished,low,0.0,0.0,0.0,0.0,0.0
m3m woodshire,flats,sector 107,1.65,5960.0,2768.0,4.0,5.0,3.0,12.0,north-west,relative new,semifurnished,low,0.0,1.0,0.0,0.0,0.0
m3m golfestate,flats,sector 65,5.5,16959.0,3243.0,3.0,4.0,3.0,3.0,north-east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
rk excelo,houses,sector 12,0.6,120000.0,50.0,5.0,3.0,2.0,3.0,North,relative new,unfurnished,low,0.0,0.0,0.0,0.0,1.0
tulsiani easy in homes,flats,sohna road,0.4,7920.0,505.0,2.0,2.0,3.0,9.0,na,under construction,unfurnished,mid,0.0,0.0,0.0,0.0,0.0
puri diplomatic greens,flats,sector 111,2.58,11727.0,2200.0,3.0,4.0,2.0,9.0,east,relative new,unfurnished,mid,0.0,1.0,0.0,0.0,0.0
emaar gurgaon greens,flats,sector 102,1.49,9030.0,1650.0,3.0,3.0,3.0,10.0,north-east,relative new,semifurnished,high,0.0,0.0,0.0,0.0,0.0
independent,houses,sector 57,3.3,19097.0,1728.0,4.0,4.0,2.0,3.0,South-East,relative new,semifurnished,mid,0.0,0.0,1.0,0.0,0.0
independent,houses,sector 9a,4.5,14286.0,3150.0,9.0,9.0,3.0,3.0,Na,relative new,fullyfurnished,mid,1.0,0.0,0.0,1.0,1.0
swarn jayanti cghs,flats,sector 54,1.75,7608.0,2300.0,4.0,3.0,3.0,3.0,north-west,old property,semifurnished,mid,0.0,0.0,0.0,0.0,1.0
paras dews,flats,sector 106,1.2,11605.0,1034.0,3.0,3.0,3.0,12.0,north-west,relative new,unfurnished,high,1.0,0.0,0.0,0.0,0.0
